s_no,artist,title,art_movement,museum_venue,country_of_origin,has_text,primary_medium,medium,work_size,date,representation,representation_semi,kinetic,map,map2,spatial_dimension,spatial_dimension2,pl,si,va,te,co,or,sh,reflection,po,li,ar,notes
156,Ed Ruscha,Untitled,conceptual,Gagosian also Tate,America,TRUE,painting,"painting, acrylic on canvas",183 ÃŒÃ‘ 315 cm,2015,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,5,3,1,0,0,3,FALSE,0,5,5,"size of words reducing in size and fading, bright light from bottom right,  countdown aspect to painting as well as range in size & value"
157,Ed Ruscha ,maquette for Every Building on the Sunset Strip,conceptual,Getty also Tate,America,TRUE,photography,"photo, gelatin silver prints & labels on board with annotations",book: 24-foot-long ,1966,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,2,2,1,0,4,3,FALSE,0,0,5,"serial images of street buildings, in rows w/ opposite side of street upside down, use of right way up & upside down, as if reflection"
158,Robert Ryman,Document ,conceptual,Pace Gallery (also Tate),America,FALSE,painting,"painting, oil on canvas",198 x 198 cm,2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,2,3,0,4,1,FALSE,0,5,5,"repeated curved lines overlaying, textural paint marks; work nearly always explores white & repetition"
159,Doris Salcedo,Disremembered I,conceptual, mcachicago.org (also Tate),Colombia,FALSE,sculpture,"sculpture, sewing needles & silk thread",89 ÃŒÃ‘ 55 ÃŒÃ‘ 16 cm,2014,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,4,0,4,0,4,3,FALSE,0,5,0,"repetition of numerous needles in rows to create fragile, suspended surface, fragility, suspended, gravity, is it sharp, will clothing fall apart?"
160,Lucas Samaras,Chair Transformation #7,,Met also Tate,Greece / America,FALSE,sculpture,"sculpture, plastered cloth on wire",83 x 54 x 45 cm,1970,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,3,0,1,5,FALSE,0,5,0,"wobbly, textural lines to form furniture which should hold weight, often uses distortion, here chair is not as expected; pushes the boundaries of physical & psychological transformation"
161,Mira Schendel,Perforated V (Perfurados V) ,modernism,MoMA also Tate,Brazil,FALSE,drawing,"drawing, perforated paper",32 x 32 cm,c.1970s,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,2,0,0,0,0,0,FALSE,5,0,0,"repetition of points in specific area out from vertical line, empty space, perforated paper - these are holes in the paper, uncertainty from the placement"
162,Kurt Schwitters,Merzbau,dada,Tate,Germany,FALSE,installation,"installation, mixed media",8 rooms,1933,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4,0,0,0,0,3,4,FALSE,0,0,5,"internal architecture w/ complex wall surfaces which create hard to read spaces & surfaces, multi-room installation, hard to know where the walls & ceiling are, disorientating"
163,Richard Serra,2-2-1: To Dickie and Tina ,minimalism,Tate,America,FALSE,sculpture,"sculpture, lead",132 x 349 x 132 cm,1969,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,4,0,3,0,4,3,FALSE,0,0,5,"balance, weight, leaning, interesting since the metal plates are so heavy but the balance & leaning conveys uncertainty"
164,Cindy Sherman,Untitled Film Still #48 ,conceptual,Tate,America,FALSE,photography,"photo, photograph, gelatin silver print on paper",71 x 96 cm,1979,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,1,1,1,0,0,4,FALSE,0,0,5,"figure on empty road w/ suitcase, b & w, space & emptiness, photographs fictitious characters in scenarios - here resembling moments in a film, solitary"
165,Shozo Shimamoto,Untitled ,gutai,De Buck Gallery also Tate,Japan,FALSE,painting,"painting, acrylic & newspaper","        
50 x 72 cm",2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,0,3,0,3,0,FALSE,5,5,0,"dripping paint thro' holes, movement, empty space, what is behind the paper/canvas?"
166,Robert Smithson,Asphalt Rundown ,land art,wikiart.org also Tate,America,FALSE,installation,"installation, asphalt, hillside",hill size,1969,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,4,3,0,3,0,1,0,FALSE,0,0,5,"asphalt poured down hill, movement & gravity, action of materials asphalt pouring down hillside"
167,Robert Smithson,Partially Buried Woodshe,land art,wikiart.org also Tate,America,FALSE,installation,"installation, earth, shed",shed building size,1970,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,4,0,4,0,0,1,FALSE,0,0,5,"earth piled on top of shed engulfing it, action of materials - earth weight on building"
168,Monika Sosnowska,"The Tired Room, Freud Museum, Vienna, Austria",,Capitain Petzel Gallery also Tate,Poland,FALSE,installation,"installation, mixed media",room installation,2005,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,0,0,0,4,4,FALSE,0,0,5,"created room installation w/ angular, slanted walls & surfaces, disorienting"
169,JesÃºs Rafael Soto,Houston Penetrable,kinetic art,perrotin.com also Tate,Venezuela,FALSE,installation,"installation, 24,000 PVC tubes",two stories high,2004,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,2,4,2,4,0,1,FALSE,0,5,3,"24,000 PVC tubes, hand-painted & suspended, as much of his work, changes as you move in & around it, change of color so that elipse seems to float, can walk into piece, movement of viewer"
170,Stanley Spencer,"The Resurrection, Cookham ",representation,Tate,UK,FALSE,painting,"painting, oil on canvas",274 x 549 cm,1927,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,0,0,0,4,4,FALSE,0,0,5,"strange perspective & odd viewpoints, scale shifts, figures depicted coming out of coffins"
171,Daniel Spoerri ,"La table du Clown Bar, Paris,",assemblage,artnet.com also Tate,Switzerland,FALSE,sculpture,"sculpture, mixed media",100 x 55 x 107 cm,1996,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,5,2,FALSE,0,0,5,"assemblage, table w/ objects tipped on side, wrote ""Anecdoted Topography of Chance""; this piece uses orientation, objects should fall off"
172,Ian Stephenson,Flaxman: Understudy,abstraction,Tate,UK,FALSE,painting,"painting, oil, enamel & paper on paper",56 x 76 cm,1972,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,5,2,2,1,0,2,FALSE,5,0,3,"splattering overlaying of paint droplets, placement matters, confining area matters, empty space, & tiny size of paint droplets is essential. Raised rectangle, irregularity creates an uncertainty of space, emptiness, what is there / not there, how this has been done"
173,Do Ho Suh,Karma Juggler,,Lehmann Maupin Gallery also Tate,Korea,TRUE,drawing,"drawing, thread embedded in cotton paper",230 x 322 x 8 cm,2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,2,0,4,0,2,4,FALSE,0,5,0,"suggested movement through parallel curved lines w/ words, made by embedding thread in cotton paper; shape & fading out & use of materials"
174,Graham Sutherland ,Entrance to a Lane ,,Tate,UK,FALSE,painting,painting oil on canvas,61 x 51 cm,1939,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,1,3,0,2,0,4,FALSE,3,5,5,"spaces created w/ dark shapes, specific, odd, particular, curved semi-abstract shapes, ambiguity, specific colors"
175,Yves Tanguy,The Mood of Now ,surrealism,MoMA also Tate,France,FALSE,painting,painting oil on canvas,100 x 73 cm,1928,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3,1,2,3,0,0,4,FALSE,0,3,5,"out of focus ground w/ hard to decipher shapes on top, mixture of sharp focus & smeared, shadow, some objects more in focus than others"
176,Antoni Tapies,Pasted Cloth ,,Tate,Spain,TRUE,print,"print, fabric on etching on paper",63 x 91 cm,1905-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,4,3,1,0,4,FALSE,0,3,5,"sense of material, dark colors & white rectangle w/ lettering/notations, use of materials, matter, Tachisme, collage, fabric on print"
177,Jean Tinguely,Chaos I,kinetic art,Tate,Switzerland,FALSE,print,"print, etching on paper",35 x 48 cm,1972,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,0,0,0,4,4,FALSE,0,5,0,"arrows, suggested movement, off-balance, space, moving machines, rickety"
178,Mark Tobey,Northwest Drift,abstraction,Tate,America,FALSE,painting,"painting, tempera & gouache on paper on board",114 x 91 cm ,1958,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,3,4,3,1,4,4,FALSE,0,5,5,"overlaying of small similar paint marks on surface, repetition, composed of multiple small & interwoven brush strokes"
179,Alison Turnbull,Ecliptic,,alison-turnbull.com also Tate,UK,FALSE,painting,"painting, oil, acrylic & silverpoint on canvas",150 x 230 cm,2013,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,4,4,0,1,3,0,FALSE,5,5,0,"repetition & seriality, drawing circumscribed w/in 2 rectangles, different sizes of dots, some joined by open lines, 2 rectangles, light"
180,Richard Tuttle ,10th Wire Piece,postminimal,Pulitzer Gallery also Tate,America,FALSE,sculpture,"sculpture, florist wire, nails & graphite",installation dimensions variable,1972,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,0,4,2,0,3,4,FALSE,0,5,0,"wire attached to wall at top, drawn shape with pencil on wall, released to find own gravity, shadow, what is this, how is it made, minimal & craft, unusual materials, lightweight line"
181,Richard Tuttle ,"Dawn, Noon, Dusk: Paper (1)",postminimal,MoMA,America,FALSE,drawing,"drawing, watermarked sheet of handmade paper w/ pigment additions, mounted on colored paper in handpainted wooden frame",35 x 40 cm each (suite of 3),2001-03,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,0,2,2,1,2,4,FALSE,0,5,3,"limited use of lines, breaks in line, meandering, relation of lines to each other, lightly checkered diamonds on ground, indeterminate space"
182,Luc Tuymans,Untitled (The Barge),conceptual,MoMA also Tate,Belgium,FALSE,painting,"painting, watercolor on paper",33 x 22 cm,1979,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,3,3,0,2,4,FALSE,0,3,5,"washy paint, solid edges, predominant white circle, hard to tell what this is, uses washed out color & simplified shapes"
183,Cy Twombly,Academy ,,MoMA also Tate,America,TRUE,painting,"painting, oil-based house paint, lead pencil, colored pencil, & pastel on canvas",191 x 241 cm,1955,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,3,2,0,1,4,FALSE,0,5,0,"searching, repeated, markmaking, allover, layering, use of letters, words, urgently drawn, erasure, obscuring lines, layers, calligraphic"
184,Adriana VarejÃ£o,Folds 2,,Guggenheim also Tate,Brazil,FALSE,painting,"painting, oil on canvas over aluminum, mounted to wood w/ oil painted polyurethane",241 x 230 x 40 cm,2003,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,0,3,2,0,4,FALSE,0,3,5,"combination of 2 different elements, textural, spiky poking thro' squared paper ground, hard to tell what this is, materials, plays w/ depth & suggestion"
185,Victor Vasarely,Vega ,op art,Wide Walls also Tate,Hungary ,FALSE,painting,"painting, acrylic on canvas",195 x 130 cm,1957,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,1,2,0,0,2,4,FALSE,0,0,5,"morphs surface using repeated b&w tile shapes, surface doesn't look flat"
186,Vladimir Velickovic,Elements and Documents Employed ,representation,Tate,Serbia,TRUE,print,"print, screenprint on paper",75 x 108 cm,1979,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,0,1,0,1,4,FALSE,0,5,3,"use of arrows, diagrammatic layout, annotated, quasi-scientific drawing"
187,Didier Vermeiren,Solide plastique #4,conceptual,xavierhufkens.com and also Tate,Belgium,FALSE,sculpture,"sculpture, porcelain, enamel & wood",24 x 63 x 54 cm,1999,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,0,3,1,1,4,FALSE,0,3,5,"3 distinct materials, porcelain, enamel & wood, semi-abstract, hard to tell what this is"
188,Luigi Veronesi,Photo n.152,,Tate,Italy,FALSE,photography,"photo, photograph, gelatin silver print on paper",32 x 30 mm,1940,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,5,0,0,1,2,FALSE,5,5,3,"multiple points & line, slow shot to give blurring & suggest movement, space, semi-transparency, experimental, also filmaker; suggestive of movement, semi-transparent, what is the object"
189,Jeff Wall,A Sudden Gust of Wind (after Hokusai) ,conceptual,Tate,Canada,FALSE,photography,"photo, transparency on lightbox",250 x 397 x 34 cm,1993,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,2,0,0,0,1,2,FALSE,3,3,5,"blown paper indicates wind, moving figures & paper, magic of paper blowing, depth of landscape, what's going on, effect of wind - staged, transparency on lightbox"
190,Alfred Wallis,The Hold House Port Mear Square Island Port Mear Beach,,Tate,UK,FALSE,painting,"painting, oil paint on board",31 x 39 cm,c.1932?,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,0,0,0,4,3,FALSE,0,3,5,"perspective tipped up, scale shifts, topographically inaccurate, placing of elements & unusual space"
191,Andy Warhol,"Shadows, detail",pop art,Dia also Tate,America,FALSE,painting,"painting, silkscreen & acrylic on canvas",193 x 132 cm each of 102 paintings - room size install,1979,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,3,2,2,0,4,FALSE,0,0,5,"repetition of image w/ variation across the 102 paintings, 2 shadow images, silkscreen w/ paint, here detail view of 4 shadow paintings, hard to tell what this is"
192,Andy Warhol,Double Torso,pop art,Mutual Art also in Tate,America,FALSE,painting,"painting, fluorescent silkscreen inks on canvas",111 x 202 cm,1966,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,5,0,0,0,1,FALSE,0,0,5,"use of paint which only shows under UV light - bottom image is same as top one but under UV light, created w/ fluorescent silkscreen inks on canvas"
193,Boyd Webb,First Principles,conceptual,Tate,New Zealand,FALSE,photography,"photo, photograph, color, Cibachrome print, on paper mounted onto board",149 x 121 cm,1984,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,4,0,1,0,2,4,FALSE,3,3,5,"collage of objects of different sizes, displacementÂ‰Ã›Âª & a lack of context, hard to tell what this is"
194,John Wells,Abstract,abstraction,Tate,UK,FALSE,print,"print, lithograph on paper",32 x 41 mm,1952,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,4,4,0,0,3,FALSE,0,5,5,"semi-transparent areas, overlaid shapes in space which are grainy, scratched & partly see-through"
195,Lionel Wendt,[title not known],,Tate,Sri Lanka,FALSE,photography,"photo, photograph, gelatin silver print on paper",38 x 26 mm,c.1938,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,3,3,1,0,0,4,FALSE,0,0,5,"dark areas, combination of difference scales, semi-Surrealistm hard to tell what this is, evocative, rich darks"
196,Richard Wentworth,"35Â°9,32Â°18",conceptual,Tate,UK,FALSE,sculpture,"sculpture, steel & aluminium",413 x 113 x 127 cm,1985,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,3,0,5,3,FALSE,0,5,0,"ladder seemingly made out of material, reflection on wall made of cable - bending, alters everyday objects so that they look strange / here steel ladder & 2nd cable ladder"
197,Franz West ,Sisyphos IV,conceptual,Gagosian also Tate,,FALSE,sculpture,"sculpture, papier-machÃŒÂ©, styrofoam, cardboard, lacquer & acrylic",145 ÃŒÃ‘ 115 ÃŒÃ‘ 105 cm,2002,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,4,4,1,0,2,FALSE,0,0,5,"painted 'rock', what is it, what is it resting on, is it heavy or light?"
198,James Abbott McNeill Whistler,Nocturne: Blue and Silver - Cremorne Lights,representation,Tate,UK,FALSE,painting,"painting, oil paint on canvas",50 x 74 cm,1872,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,4,3,4,0,4,FALSE,3,3,5,"emptiness, hard to read shape in river, high horizon, sense of depth, use of color"
199,Rachel Whiteread,House,conceptual,Tate,UK,FALSE,installation,"installation, concrete",house size,1993,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,2,2,3,0,0,4,FALSE,0,0,5,"public space, cast inside of house & removed the walls - strange effect, house you can't enter, inside walls shown on outside"
200,Alison Wilding,Untitled ,conceptual,Tate,UK,FALSE,drawing,"drawing, charcoal & crayon on paper",37 x 54 cm,1990,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,4,4,0,1,4,FALSE,3,5,3,"repetition of verticals, markmaking, smudges, empty space, repeated marks, what is the shape"
201,Terry Winters,Parallel Rendering 2,,Tate,America,FALSE,painting,"painting, oil & alkyd resin on canvas",244 x 320 cm,1997,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,4,2,2,1,3,4,FALSE,0,5,0,"overlaying criss-crossed textured lines, depth, lines on top of each other at angles, mesh, systems & space"
202,Wols (Alfred Otto Wolfgang Schulze),[no title],abstraction,Tate,German,FALSE,print,"print, etching & drypoint on paper",11 x 7 cm,c.1937-50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,4,4,0,4,4,FALSE,3,5,0,"markmaking, agitated drawing lines, crossing over each other, obsessive quality, searching, overlaying"
203,Francesca Woodman,"Untitled, Providence, Rhode Island",,Victoria Miro Gallery also Tate,America,FALSE,photography,"photo, photograph, gelatin silver print on paper",20 x 25 cm,1976,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,4,2,0,0,4,FALSE,0,0,5,"trace of figure against part of actual figure, empty space, mysterious, what is suggested, slightly magical"
204,Christopher Wool ,Untitled,abstraction,luhringaugustine.com also Tate,America,FALSE,painting,"painting, silkscreen ink on linen",244 x 183 cm,2009,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,3,3,2,1,4,FALSE,3,3,5,"repetition, partial images, empty spaces, semi-transparent layers w/ parts overlayed - sense of multiples"
205,Cerith Wyn Evans,Inverse Reverse Perverse,conceptual,Tate,Wales,FALSE,sculpture,"sculpture, perspex & acrylic",171 x 171 x 32 cm,1996,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,5,2,FALSE,0,0,5,"distortion, use of convex mirror / invert reflection"
206,Catherine Yass,Stage,conceptual,Tate,UK,FALSE,print,"print, screenprint on paper",89 x 74 cm,1997,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,3,3,5,2,0,FALSE,3,5,5,"looking up, strange color effects, not totally representational"
207,Carey Young,"Body Techniques (after Parallel Stress, Dennis Oppenheim,1970)",conceptual,Tate,Zambia,FALSE,photography,"photo, photograph, color, on paper mounted onto aluminium",122 x 142 cm,2007,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,3,0,0,0,0,4,FALSE,3,3,5,foreground figure on earth against deep space
208,Doug Wheeler,LC 71 NY DZ 13 DW,conceptual,David Zwirner Gallery,America,FALSE,installation,"installation, reinforced fiberglass, flat white titanium dioxide latex, LED light, & DMX control",1958 x 2061 x 556 cm,2013,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,5,1,1,1,3,FALSE,0,0,5,"lighting & shaped walls in minimal installation to create spatial effects on the eye, looks misty white as far as you can see, can't tell distance ahead of you, focusing attention on the way light almost imperceptibly changes along the horizon as the earth turns, very hard to understand space"
209,Ricci Albenda,Panoramic Portal to Another Dimension (Deanna),conceptual,Andrew Kreps Gallery,America,FALSE,installation,"installation, MDF & acrylic paint",549 x 366 cm,2007,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4,0,2,1,0,0,4,FALSE,0,0,5,"volumetric walls, creating shadows, allusions to space through bulging white walls"
210,Kiripi Katembo,"Subir, sÃ©rie Un Regard",,"fondationcartier.com, BEAUTÃ‰ CONGO 2015 exhibition",Congo,FALSE,photography,"photo, lightjet print",60 x 90 cm,2011,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,0,1,1,1,1,2,TRUE,0,3,5,"photos shot in puddles, upside down reflections, hard to grasp how the rocks & architecture work spatially - is this one of his shots into water showing reflections?"
211,Nestor Da,"Untitled #38, Ondes de perturbation series",,"Galerie CÃ©cile Fakhoury Abidjan â€” Ivory Coast, http://cecilefakhoury.com/",Ivory Coast,FALSE,photography,"photo, archival pigment ink on fine art paper, mounted on dibond",60 x 90 cm,2012,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1,4,0,0,4,FALSE,5,0,5,"collage photo, hard to tell what this is exactly"
212,Yo-Yo Gonthier,Maquette du nuage #1,,"Galerie CÃ©cile Fakhoury Abidjan â€” Ivory Coast, http://cecilefakhoury.com/",Niger,FALSE,photography,"photo, gelatin silver print",,2013,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,0,4,3,0,0,4,FALSE,3,0,5,"shadow effect on volumes, suspended forms in center of photo, empty space around, hard to tell what this is, sense of space"
213,FranÃ§ois-Xavier GbrÃ©,"Imprimerie nationale, Porto Novo, Benin",,"Galerie CÃ©cile Fakhoury Abidjan â€” Ivory Coast, http://cecilefakhoury.com/",France / Ivory Coast,FALSE,photography,"photo, archival pigment ink on fine art paper",,2012,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,4,0,3,0,4,FALSE,0,0,5,"emptiness, acent of pink material, use of light accent on chair, against darkness, focus on composition"
214,Jems Robert Koko Bi,'Domino'' Bois de Teck,,"Galerie CÃ©cile Fakhoury Abidjan â€” Ivory Coast, http://cecilefakhoury.com/",Ivory Coast,FALSE,sculpture,"sculpture, wood",238 x 260 x 113 cm,2015,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,2,0,4,3,FALSE,0,3,5,"leaning over, off balance, hard to know what it is, wood used to convey floppiness"
215,YÃ©anzi,"Section 1, Les pÃ©troliers series",,"Galerie CÃ©cile Fakhoury Abidjan â€” Ivory Coast, http://cecilefakhoury.com/",Ivory Coast,FALSE,painting,"painting, mixed media on silk-screen printed fabric",96 x 125 cm,2017,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,2,1,3,0,0,3,FALSE,5,0,5,scattered semi-abstract points making image on light 2-color ground
216,Bhupen Khakhar ,Hamam Khana,,"Gallery Chemould Prescott Road, Mumbai also National Gallery of Modern Art, India ",India,FALSE,painting,"painting, oil on board",124 x 124 cm,1968,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,2,1,0,1,2,4,FALSE,0,3,5,"composition, select areas, empty spaces, sparse placing of elements, simplified, placing of small figure"
217,Prabhakar Barwe,Silent Observer,,"ArtNet.com also National Gallery of Modern Art, India",India,FALSE,painting,"painting, enamel on canvas",91 x 107 cm,1983,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4,4,2,0,0,0,4,FALSE,0,3,5,"composition, color in select areas, empty spaces, relative sizes, evocative placing of flattened objects"
218,Jitish Kallat,Found Burnt Text,,"Gallery Chemould Prescott Road, Mumbai",India,TRUE,installation,"installation, burnt adhesive",wall size,2012,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,0,2,4,0,2,2,FALSE,3,5,5,"burnt text, abstracts them, soot marks go upwards, see detail: http://gallerychemould.com/artists/jitish-kallat-homepage-chemould-prescott-road-art-mumbai-gallery-contemporary/artist_work/vbm-vcmn/"
219,V. Viswanadhan,no title on website,,"Cholamandal Artists' Village, Madras",India,FALSE,print,"print,",,c.1970s,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,3,4,0,1,0,FALSE,3,5,0,"incomplete lines & areas, textural quality & fading out of elements"
220,V. Arnawaz,no title on website,,"Cholamandal Artists' Village, Madras",India,FALSE,painting,"painting,",,c.1970s,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,4,0,2,0,4,FALSE,3,5,0,"abstract & semi-representational, all over, milky, fading quality and hard to assess what the shapes are"
221,S. Nandagopal,The Hunt,,"Cholamandal Artists' Village, Madras",India,FALSE,sculpture,"sculpture, copper & brass welded",90 cm high,c.1970s,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4,0,0,0,0,4,2,FALSE,0,5,5,"movement created using gestures, figures at angles, balancing, imbalance, sense of falling figure. Note better image: https://www.sahapedia.org/s-nandagopal-sculptures#lg=1&slide=44"
222,S.Paramasivam,no title on website,,"Cholamandal Artists' Village, Madras",India,FALSE,sculpture,"sculpture,",,c.1970s,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,2,0,0,0,0,3,FALSE,0,0,5,"balancing 2 triangles on top of 2 columns, different in shape than below, very thin connection between shapes"
223,Ritesh Meshram,Untitled,,"Gallery Chemould Prescott Road, Mumbai",India,FALSE,installation,"installation, string & nylon scrap",corner room installation,2010,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,0,0,1,0,0,4,FALSE,0,0,5,"multiple hanging bags w/ some nylon scraps fallen out,, scattered on floor, balance & imbalance & spillage, messy, uncertain what's gone on"
224,Gigi Scaria,Dust,,"Gallery Chemould Prescott Road, Mumbai",India,FALSE,photography,"photo, digital print on archival paper",81 x 122 cm,2012,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,0,4,1,0,2,FALSE,0,0,5,"probably combination of photos & photoshop, wind effect on sand around line of buildings, architecture & dust & desert; hard to tell what's going on"
225,Aditi Singh,Untitled (diptych),,"Gallery Chemould Prescott Road, Mumbai",India,FALSE,drawing,"drawing, charcoal & goauche on Hahnemuhle paper",76 x 183 cm,2011,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,4,4,0,0,1,FALSE,3,0,5,"smudged areas, abstract, empty space on right, use of 2 sheets of paper & drawing on part of both: joins / doesn't join"
226,Pieter Bruegel â€œThe Elderâ€ù ,The Wine of Saint Martin's Day,representation,Prado Museum,Holland,FALSE,painting,"painting, glue-size on twill",148 x 271 cm,1566 - 1567,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,0,0,0,1,3,FALSE,3,3,5,"grouping of figures on top of red container reaching in, may not be uncertainty but chaotic grouping of figures in one area of the painting is interesting"
227,Herman Van Vollenhoven,Still Life with Game Fowl,representation,Prado Museum,Holland,FALSE,painting,"painting, oil on panel",26 x 36 cm,1625,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,2,1,0,4,2,FALSE,3,3,5,"dead birds, sideways & upside down, may not be uncertainty but grouping dead birds, two partly unside down, dark values"
228,Claes Claesz Wou,Ships in a Storm,representation,Prado Museum,Holland,FALSE,painting,"painting, oil on panel",37 x 56 cm,c.1633-1665,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,3,0,1,5,3,FALSE,0,5,5,"tilt of ship, size of waves, darkness of water"
229,Jacob Peeter Gowy,The Fall of Icarus,representation,Prado Museum,Flanders / Belgium,FALSE,painting,"painting, oil on canvas",195 x 180 cm,1636 - 1638,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,2,1,0,1,5,4,FALSE,0,5,5,"upside down angle of falling figure to ground, accentuated w/ red cloth, wispy wing feathers (compared to figure on left), large size of figures against deep landscape space & movement of water"
230,Simon de Vlieger ,Forest,representation,Prado Museum,Holland,FALSE,painting,"painting, oil on panel",61 x 61 cm,1640 - 1645,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,4,0,1,4,4,FALSE,0,5,5,"angle of ground & trees, blowing leaves, storm-like tones, again weather-wind, blowing trees, dark foreboding"
